IncidentNumber,CallType,CallDate,Zipcode,FinalPriority,UnitType,Delay
2044955,Medical Incident,05/31/2002,94124.0,3.0,RESCUE CAPTAIN,13.35
2044956,Medical Incident,05/31/2002,94118.0,3.0,ENGINE,2.5333333
2044957,Medical Incident,05/31/2002,94131.0,3.0,MEDIC,2.5333333
2044979,Citizen Assist / Service Call,06/01/2002,94124.0,3.0,ENGINE,1.8833333
2045006,Structure Fire,06/01/2002,94112.0,3.0,ENGINE,2.3166666
2045025,Alarms,06/01/2002,94105.0,3.0,TRUCK,1.9833333
2045028,Medical Incident,06/01/2002,94124.0,3.0,MEDIC,9.266666
2045034,Medical Incident,06/01/2002,94122.0,3.0,ENGINE,1.9166666
2045039,Medical Incident,06/01/2002,94115.0,3.0,MEDIC,3.9833333
2045040,Medical Incident,06/01/2002,94109.0,3.0,ENGINE,2.5
2045044,Medical Incident,06/01/2002,94122.0,3.0,TRUCK,4.2166667
2045045,Medical Incident,06/01/2002,94109.0,3.0,TRUCK,3.4166667
2045070,Medical Incident,06/01/2002,94110.0,3.0,ENGINE,2.4333334
2045071,Medical Incident,06/01/2002,94109.0,2.0,MEDIC,6.3
2045076,Medical Incident,06/01/2002,94109.0,2.0,MEDIC,6.266667
2045097,Medical Incident,06/01/2002,94116.0,3.0,TRUCK,2.8166666
2045102,Alarms,06/01/2002,94110.0,3.0,ENGINE,2.2166667
2045115,Medical Incident,06/01/2002,94102.0,3.0,ENGINE,2.3333333
2045208,Medical Incident,06/01/2002,94123.0,2.0,MEDIC,3.05
2045210,Structure Fire,06/01/2002,94134.0,3.0,ENGINE,1.2
2045226,Medical Incident,06/01/2002,94133.0,3.0,ENGINE,1.9666667
2045228,Medical Incident,06/01/2002,94110.0,3.0,MEDIC,3.35
2045229,Medical Incident,06/01/2002,94133.0,,MEDIC,1.3333334
2045235,Medical Incident,06/01/2002,94118.0,3.0,ENGINE,2.6
2045235,Medical Incident,06/01/2002,94118.0,3.0,MEDIC,2.7166667
2045249,Medical Incident,06/01/2002,94108.0,2.0,MEDIC,2.3
2045253,Structure Fire,06/01/2002,94103.0,3.0,ENGINE,2.8833334
2045253,Structure Fire,06/01/2002,94103.0,3.0,RESCUE SQUAD,3.5
2045276,Medical Incident,06/02/2002,94133.0,3.0,MEDIC,3.15
2045283,Alarms,06/02/2002,94105.0,3.0,TRUCK,3.6
2045304,Structure Fire,06/02/2002,94103.0,3.0,ENGINE,3.05
2045305,Medical Incident,06/02/2002,94122.0,3.0,ENGINE,5.116667
2045314,Medical Incident,06/02/2002,94124.0,3.0,MEDIC,2.8833334
2045317,Vehicle Fire,06/02/2002,94130.0,3.0,ENGINE,3.55
2045329,Citizen Assist / Service Call,06/02/2002,94112.0,3.0,ENGINE,5.2166667
2045335,Alarms,06/02/2002,94117.0,3.0,TRUCK,4.766667
2045369,Alarms,06/02/2002,94114.0,3.0,ENGINE,1.9833333
2045372,Medical Incident,06/02/2002,94103.0,3.0,ENGINE,3.7666667
2045383,Odor (Strange / Unknown),06/02/2002,94134.0,3.0,CHIEF,6.7
2045427,Medical Incident,06/02/2002,94107.0,2.0,MEDIC,3.0666666
2045469,Medical Incident,06/02/2002,94102.0,3.0,TRUCK,5.3
2045471,Structure Fire,06/02/2002,94102.0,3.0,TRUCK,1.05
2045485,Structure Fire,06/02/2002,94109.0,3.0,TRUCK,0.93333334
2045498,Medical Incident,06/02/2002,94103.0,2.0,MEDIC,4.0666666
2045503,Medical Incident,06/02/2002,94112.0,3.0,ENGINE,3.1166666
2045525,Medical Incident,06/02/2002,,3.0,TRUCK,3.6333334
2045535,Medical Incident,06/02/2002,94109.0,3.0,RESCUE CAPTAIN,5.616667
2045540,Structure Fire,06/02/2002,94103.0,3.0,TRUCK,2.9333334
2045544,Structure Fire,06/02/2002,94123.0,3.0,ENGINE,1.1166667
2045559,Medical Incident,06/02/2002,94115.0,3.0,ENGINE,1.9833333
2045621,Medical Incident,06/03/2002,94112.0,2.0,MEDIC,5.75
2045650,Structure Fire,06/03/2002,94103.0,3.0,TRUCK,1.05
2045663,Medical Incident,06/03/2002,94127.0,3.0,ENGINE,3.1666667
2045672,Structure Fire,06/03/2002,94115.0,3.0,ENGINE,1.7333333
2045721,Medical Incident,06/03/2002,94112.0,3.0,MEDIC,7.616667
2045722,Alarms,06/03/2002,94117.0,3.0,ENGINE,1.75
2045727,Medical Incident,06/03/2002,94123.0,3.0,MEDIC,4.383333
2045769,Medical Incident,06/03/2002,94123.0,3.0,MEDIC,2.75
2045779,Medical Incident,06/03/2002,94102.0,3.0,MEDIC,3.2333333
2045782,Medical Incident,06/03/2002,94102.0,3.0,ENGINE,3.2666667
2045795,Citizen Assist / Service Call,06/03/2002,94115.0,3.0,ENGINE,3.0833333
2045803,Medical Incident,06/03/2002,94102.0,3.0,TRUCK,1.6333333
2045834,Medical Incident,06/03/2002,94132.0,3.0,MEDIC,3.25
2045836,Medical Incident,06/03/2002,94129.0,3.0,ENGINE,4.6666665
2045844,Medical Incident,06/03/2002,94110.0,2.0,MEDIC,3.1
2045848,Medical Incident,06/03/2002,94108.0,3.0,MEDIC,2.7166667
2045858,Alarms,06/03/2002,94103.0,3.0,CHIEF,1.95
2045859,Medical Incident,06/03/2002,94127.0,3.0,ENGINE,1.75
2045875,Medical Incident,06/03/2002,94109.0,3.0,MEDIC,5.0666666
2045921,Structure Fire,06/04/2002,94115.0,3.0,TRUCK,2.3166666
2045924,Structure Fire,06/04/2002,94105.0,3.0,ENGINE,2.1333334
2045925,Medical Incident,06/04/2002,94103.0,2.0,MEDIC,4.233333
2045949,Vehicle Fire,06/04/2002,94112.0,3.0,MEDIC,5.4333334
2045966,Medical Incident,06/04/2002,94110.0,3.0,ENGINE,6.1833334
2045973,Medical Incident,06/04/2002,94131.0,3.0,MEDIC,3.6333334
2046001,Medical Incident,06/04/2002,94133.0,,MEDIC,6.45
2046006,Alarms,06/04/2002,94107.0,3.0,TRUCK,1.1166667
2046025,Medical Incident,06/04/2002,94112.0,3.0,MEDIC,2.35
2046031,Alarms,06/04/2002,94110.0,3.0,ENGINE,5.8333335
2046049,Medical Incident,06/04/2002,94102.0,3.0,PRIVATE,2.35
2046050,Structure Fire,06/04/2002,94110.0,3.0,ENGINE,1.3166667
2046058,Structure Fire,06/04/2002,94110.0,3.0,TRUCK,0.53333336
2046060,Alarms,06/04/2002,94109.0,3.0,TRUCK,1.9666667
2046073,Structure Fire,06/04/2002,94122.0,3.0,CHIEF,1.35
2046079,Medical Incident,06/04/2002,94109.0,2.0,MEDIC,1.6166667
2046098,Medical Incident,06/04/2002,94103.0,3.0,MEDIC,2.6666667
2046120,Medical Incident,06/04/2002,94127.0,2.0,MEDIC,2.7333333
2046125,Structure Fire,06/04/2002,94118.0,3.0,ENGINE,2.0333333
2046130,Fuel Spill,06/04/2002,94134.0,3.0,ENGINE,2.7
2046159,Medical Incident,06/04/2002,94109.0,3.0,ENGINE,4.0833335
2046173,Structure Fire,06/04/2002,94107.0,3.0,MEDIC,2.2833333
2046173,Structure Fire,06/04/2002,94107.0,3.0,TRUCK,3.3166666
2046175,Medical Incident,06/04/2002,94102.0,3.0,ENGINE,2.15
2046187,Alarms,06/04/2002,94116.0,3.0,ENGINE,2.1833334
2046201,Medical Incident,06/04/2002,94114.0,3.0,RESCUE CAPTAIN,1.8833333
2046262,Medical Incident,06/05/2002,94102.0,2.0,MEDIC,3.2
2046279,Structure Fire,06/05/2002,94115.0,3.0,ENGINE,1.8833333
2046288,Alarms,06/05/2002,94103.0,3.0,ENGINE,1.5666667
2046294,Medical Incident,06/05/2002,94124.0,2.0,MEDIC,4.766667
2046315,Structure Fire,06/05/2002,94103.0,3.0,ENGINE,1.6
2046347,Other,06/05/2002,94102.0,,ENGINE,2.7166667
2046353,Citizen Assist / Service Call,06/05/2002,94116.0,3.0,MEDIC,9.3
2046354,Alarms,06/05/2002,94131.0,3.0,CHIEF,1.4333333
2046354,Alarms,06/05/2002,94131.0,3.0,TRUCK,4.983333
2046356,Medical Incident,06/05/2002,94109.0,3.0,ENGINE,2.85
2046360,Medical Incident,06/05/2002,94133.0,3.0,ENGINE,3.8166666
2046363,Medical Incident,06/05/2002,94114.0,3.0,MEDIC,6.0833335
2046370,Medical Incident,06/05/2002,94102.0,2.0,MEDIC,6.483333
2046371,Medical Incident,06/05/2002,94112.0,3.0,MEDIC,4.733333
2046390,Structure Fire,06/05/2002,94104.0,3.0,TRUCK,0.96666664
2046403,Medical Incident,06/05/2002,94121.0,3.0,TRUCK,2.8166666
2046408,Alarms,06/05/2002,94102.0,3.0,CHIEF,1.8166667
2046433,Medical Incident,06/05/2002,94110.0,2.0,MEDIC,6.0
2046436,Medical Incident,06/05/2002,,2.0,MEDIC,4.9
2046438,Medical Incident,06/05/2002,94102.0,3.0,MEDIC,3.9
2046443,Odor (Strange / Unknown),06/05/2002,94109.0,3.0,CHIEF,3.3666666
2046447,Structure Fire,06/05/2002,94102.0,,TRUCK,1.65
2046468,Structure Fire,06/05/2002,94102.0,3.0,TRUCK,1.4166666
2046481,Medical Incident,06/05/2002,94103.0,3.0,MEDIC,2.4666667
2046495,Structure Fire,06/05/2002,,3.0,ENGINE,1.2833333
2046495,Structure Fire,06/05/2002,94121.0,3.0,ENGINE,1.7333333
2046500,Alarms,06/05/2002,94115.0,3.0,CHIEF,2.95
2046522,Medical Incident,06/05/2002,94124.0,3.0,MEDIC,5.0
2046559,Alarms,06/06/2002,94102.0,3.0,ENGINE,2.6
2046568,Structure Fire,06/06/2002,94110.0,3.0,CHIEF,2.5333333
2046583,Medical Incident,06/06/2002,94111.0,3.0,MEDIC,7.016667
2046591,Medical Incident,06/06/2002,94103.0,3.0,MEDIC,3.2
2046615,Medical Incident,06/06/2002,94102.0,3.0,TRUCK,4.0
2046631,Medical Incident,06/06/2002,94103.0,3.0,MEDIC,4.5833335
2046647,Outside Fire,06/06/2002,94102.0,3.0,ENGINE,1.9833333
2046666,Medical Incident,06/06/2002,94121.0,3.0,ENGINE,2.2333333
2046667,Structure Fire,06/06/2002,94112.0,3.0,ENGINE,0.93333334
2046678,Structure Fire,06/06/2002,94115.0,3.0,ENGINE,2.85
2046695,Medical Incident,06/06/2002,94114.0,3.0,MEDIC,3.5833333
2046726,Vehicle Fire,06/06/2002,94112.0,3.0,ENGINE,4.7
2046762,Medical Incident,06/06/2002,94132.0,3.0,ENGINE,2.55
2046767,Medical Incident,06/06/2002,94124.0,3.0,MEDIC,2.2666667
2046777,Medical Incident,06/06/2002,94109.0,3.0,MEDIC,4.1833334
2046783,Structure Fire,06/06/2002,94109.0,3.0,ENGINE,1.7166667
2046791,Medical Incident,06/06/2002,94102.0,3.0,MEDIC,5.1833334
2046801,Medical Incident,06/06/2002,94107.0,2.0,MEDIC,4.883333
2046817,Medical Incident,06/07/2002,94110.0,3.0,RESCUE SQUAD,4.133333
2046820,Other,06/07/2002,94117.0,3.0,CHIEF,3.3833334
2046820,Other,06/07/2002,94117.0,3.0,TRUCK,4.65
2046829,Medical Incident,06/07/2002,94103.0,3.0,ENGINE,2.6
2046846,Medical Incident,06/07/2002,94103.0,3.0,ENGINE,5.6833334
2046847,Structure Fire,06/07/2002,94121.0,3.0,ENGINE,2.0
2046857,Medical Incident,06/07/2002,94123.0,3.0,ENGINE,3.6
2046868,Medical Incident,06/07/2002,94122.0,3.0,MEDIC,3.7333333
2046871,Medical Incident,06/07/2002,94103.0,3.0,RESCUE SQUAD,1.6166667
2046906,Medical Incident,06/07/2002,94114.0,3.0,ENGINE,3.6333334
2046917,Medical Incident,06/07/2002,94110.0,2.0,MEDIC,9.55
2046914,Alarms,06/07/2002,94114.0,3.0,CHIEF,4.366667
2046918,Medical Incident,06/07/2002,94134.0,3.0,ENGINE,3.8166666
2046921,Other,06/07/2002,94112.0,3.0,MEDIC,7.45
2046935,Structure Fire,06/07/2002,94110.0,,TRUCK,1.55
2046939,Medical Incident,06/07/2002,94102.0,3.0,MEDIC,2.5833333
2046945,Structure Fire,06/07/2002,94132.0,3.0,TRUCK,1.1166667
2046951,Medical Incident,06/07/2002,94124.0,3.0,ENGINE,3.0
2046976,Structure Fire,06/07/2002,94133.0,3.0,TRUCK,1.7833333
2046979,Structure Fire,06/07/2002,94103.0,3.0,CHIEF,3.0
2046981,Structure Fire,06/07/2002,94122.0,3.0,TRUCK,1.3666667
2046999,Medical Incident,06/07/2002,94103.0,3.0,MEDIC,3.5166667
2047010,Medical Incident,06/07/2002,94109.0,2.0,MEDIC,4.3166666
2047009,Medical Incident,06/07/2002,94108.0,3.0,ENGINE,1.1333333
2047028,Structure Fire,06/07/2002,94110.0,3.0,ENGINE,5.3
2047028,Structure Fire,06/07/2002,94110.0,3.0,ENGINE,6.3
2047043,Medical Incident,06/07/2002,94134.0,3.0,MEDIC,2.7666667
2047053,Medical Incident,06/07/2002,94110.0,3.0,TRUCK,1.95
2047058,Structure Fire,06/07/2002,94110.0,3.0,MEDIC,0.81666666
2047058,Structure Fire,06/07/2002,94110.0,3.0,TRUCK,1.9833333
2047073,Structure Fire,06/07/2002,94103.0,3.0,CHIEF,3.0333333
2047084,Structure Fire,06/07/2002,94109.0,3.0,CHIEF,4.35
2047084,Structure Fire,06/07/2002,94109.0,3.0,ENGINE,3.0
2047085,Medical Incident,06/07/2002,94116.0,3.0,MEDIC,3.05
2047094,Alarms,06/08/2002,94115.0,3.0,CHIEF,3.4166667
2047117,Other,06/08/2002,94103.0,3.0,ENGINE,3.7166667
2047150,Medical Incident,06/08/2002,94114.0,3.0,MEDIC,3.0166667
2047182,Alarms,06/08/2002,94134.0,3.0,ENGINE,1.1833333
2047185,Structure Fire,06/08/2002,94124.0,3.0,CHIEF,1.55
2047198,Medical Incident,06/08/2002,94114.0,3.0,ENGINE,2.0
2047216,Medical Incident,06/08/2002,94102.0,2.0,MEDIC,5.6666665
2047218,Medical Incident,06/08/2002,94109.0,3.0,ENGINE,1.95
2047285,Alarms,06/08/2002,94123.0,3.0,ENGINE,3.9333334
2047286,Medical Incident,06/08/2002,94108.0,3.0,MEDIC,3.55
2047354,Structure Fire,06/08/2002,94103.0,3.0,ENGINE,3.4333334
2047366,Smoke Investigation (Outside),06/08/2002,94110.0,3.0,ENGINE,3.7333333
2047373,Citizen Assist / Service Call,06/08/2002,94110.0,3.0,ENGINE,4.3
2047383,Medical Incident,06/08/2002,94117.0,2.0,MEDIC,3.4
2047401,Medical Incident,06/09/2002,94110.0,3.0,RESCUE CAPTAIN,2.35
2047408,Structure Fire,06/09/2002,94124.0,3.0,TRUCK,1.9166666
2047422,Structure Fire,06/09/2002,94102.0,3.0,MEDIC,2.2
2047422,Structure Fire,06/09/2002,94102.0,3.0,TRUCK,2.3833334
2047426,Medical Incident,06/09/2002,94104.0,3.0,ENGINE,2.7666667
2047428,Medical Incident,06/09/2002,94110.0,3.0,RESCUE CAPTAIN,2.65
2047431,Medical Incident,06/09/2002,94102.0,3.0,MEDIC,3.1
2047440,Medical Incident,06/09/2002,94124.0,3.0,MEDIC,5.733333
2047446,Medical Incident,06/09/2002,94103.0,3.0,ENGINE,3.5833333
2047449,Medical Incident,06/09/2002,94116.0,3.0,ENGINE,3.55
2047451,Medical Incident,06/09/2002,94134.0,3.0,MEDIC,1.1166667
2047469,Medical Incident,06/09/2002,94118.0,3.0,ENGINE,1.7
2047472,Medical Incident,06/09/2002,94110.0,2.0,MEDIC,1.5333333
2047471,Medical Incident,06/09/2002,94103.0,3.0,MEDIC,1.1333333
2047498,Structure Fire,06/09/2002,94103.0,3.0,ENGINE,1.6166667
2047498,Structure Fire,06/09/2002,94103.0,3.0,ENGINE,1.5333333
2047508,Medical Incident,06/09/2002,94114.0,3.0,ENGINE,2.85
2047513,Medical Incident,06/09/2002,94109.0,3.0,ENGINE,2.0666666
2047531,Medical Incident,06/09/2002,94102.0,3.0,ENGINE,2.9166667
2047540,Structure Fire,06/09/2002,94108.0,3.0,ENGINE,0.95
2047541,Structure Fire,06/09/2002,94134.0,3.0,TRUCK,1.1166667
2047550,Medical Incident,06/09/2002,94102.0,3.0,ENGINE,1.9166666
2047558,Medical Incident,06/09/2002,94115.0,3.0,ENGINE,3.1666667
2047577,Odor (Strange / Unknown),06/09/2002,94122.0,3.0,ENGINE,3.2833333
2047582,Structure Fire,06/09/2002,94122.0,3.0,RESCUE SQUAD,1.8166667
2047756,Medical Incident,06/10/2002,,3.0,ENGINE,2.7833333
2047659,Medical Incident,06/09/2002,94115.0,3.0,MEDIC,4.233333
2047666,Structure Fire,06/09/2002,94109.0,3.0,CHIEF,0.93333334
2047669,Medical Incident,06/09/2002,94102.0,3.0,ENGINE,2.7
2047712,Medical Incident,06/09/2002,94107.0,3.0,ENGINE,2.2333333
2047716,Medical Incident,06/10/2002,94124.0,2.0,MEDIC,2.0333333
2047719,Medical Incident,06/10/2002,94103.0,3.0,MEDIC,3.7166667
2047720,Medical Incident,06/10/2002,94115.0,3.0,CHIEF,2.4166667
2047731,Alarms,06/10/2002,94109.0,3.0,TRUCK,2.9333334
2047738,Medical Incident,06/10/2002,94131.0,3.0,ENGINE,7.6666665
2047739,Medical Incident,06/10/2002,94102.0,2.0,MEDIC,5.3166666
2047741,Other,06/10/2002,94109.0,3.0,ENGINE,4.1666665
2047749,Medical Incident,06/10/2002,94124.0,2.0,MEDIC,4.8333335
2047751,Outside Fire,06/10/2002,94134.0,3.0,ENGINE,1.1333333
2047759,Alarms,06/10/2002,94109.0,3.0,TRUCK,2.3166666
2047762,Medical Incident,06/10/2002,94102.0,3.0,ENGINE,2.0666666
2047776,Alarms,06/10/2002,94102.0,3.0,ENGINE,2.2
2047791,Medical Incident,06/10/2002,94134.0,2.0,CHIEF,16.6
2047795,Alarms,06/10/2002,94103.0,3.0,TRUCK,2.5833333
2047804,Alarms,06/10/2002,94115.0,3.0,ENGINE,0.9
2047811,Medical Incident,06/10/2002,94117.0,3.0,ENGINE,0.8
2047831,Structure Fire,06/10/2002,94124.0,3.0,ENGINE,1.5833334
2047838,Alarms,06/10/2002,94124.0,3.0,CHIEF,1.9
2047870,Alarms,06/10/2002,94133.0,3.0,CHIEF,1.3833333
2047875,Medical Incident,06/10/2002,94107.0,3.0,MEDIC,6.516667
2047911,Alarms,06/10/2002,94105.0,3.0,CHIEF,3.4166667
2047910,Structure Fire,06/10/2002,94116.0,3.0,MEDIC,2.3666666
2047912,Medical Incident,06/10/2002,94103.0,3.0,ENGINE,3.2166667
2047930,Alarms,06/10/2002,94105.0,3.0,CHIEF,0.6
2047966,Medical Incident,06/10/2002,94112.0,3.0,MEDIC,1.1
2047973,Medical Incident,06/10/2002,94114.0,3.0,ENGINE,2.3333333
2047988,Medical Incident,06/10/2002,94103.0,2.0,MEDIC,1.7333333
2048018,Structure Fire,06/10/2002,94105.0,3.0,ENGINE,1.6333333
2048060,Structure Fire,06/11/2002,94103.0,3.0,MEDIC,3.65
2048060,Structure Fire,06/11/2002,94103.0,,RESCUE SQUAD,3.1833334
2048082,Medical Incident,06/11/2002,94118.0,3.0,MEDIC,4.116667
2048084,Medical Incident,06/11/2002,94132.0,3.0,MEDIC,4.616667
2048085,Structure Fire,06/11/2002,94109.0,3.0,TRUCK,1.7166667
2048097,Medical Incident,06/11/2002,94116.0,3.0,ENGINE,5.016667
2048114,Medical Incident,06/11/2002,94118.0,3.0,PRIVATE,4.516667
2048187,Medical Incident,06/11/2002,94102.0,2.0,MEDIC,1.5
2048231,Medical Incident,06/11/2002,94110.0,3.0,MEDIC,2.1333334
2048235,Medical Incident,06/11/2002,94109.0,2.0,PRIVATE,7.483333
2048244,Medical Incident,06/11/2002,94102.0,3.0,MEDIC,3.3
2048255,Outside Fire,06/11/2002,94124.0,3.0,SUPPORT,6.883333
2048262,Medical Incident,06/11/2002,94115.0,3.0,MEDIC,3.4833333
2048282,Medical Incident,06/11/2002,94102.0,3.0,ENGINE,2.5166667
2048288,Medical Incident,06/11/2002,94102.0,3.0,ENGINE,2.9
2048301,Structure Fire,06/11/2002,94117.0,3.0,ENGINE,1.2666667
2048301,Structure Fire,06/11/2002,94117.0,3.0,ENGINE,3.4833333
2048315,Medical Incident,06/11/2002,94121.0,3.0,ENGINE,4.866667
2048332,Other,06/11/2002,94115.0,3.0,ENGINE,2.9166667
2048335,Structure Fire,06/12/2002,94103.0,3.0,RESCUE SQUAD,2.8833334
2048351,Medical Incident,06/12/2002,94110.0,2.0,MEDIC,3.9166667
2048361,Alarms,06/12/2002,94107.0,3.0,CHIEF,2.5166667
2048371,Medical Incident,06/12/2002,94102.0,3.0,ENGINE,2.8166666
2048376,Medical Incident,06/12/2002,94134.0,2.0,MEDIC,4.3166666
2048387,Medical Incident,06/12/2002,94102.0,3.0,TRUCK,7.233333
2048408,Alarms,06/12/2002,94118.0,3.0,ENGINE,1.8833333
2048468,Structure Fire,06/12/2002,94108.0,3.0,ENGINE,1.3
2048475,Structure Fire,06/12/2002,94121.0,3.0,TRUCK,5.95
2048475,Structure Fire,06/12/2002,94121.0,3.0,TRUCK,1.6
2048479,Medical Incident,06/12/2002,94132.0,3.0,ENGINE,4.516667
2048527,Medical Incident,06/12/2002,94122.0,3.0,MEDIC,2.2666667
2048537,Other,06/12/2002,94118.0,3.0,TRUCK,2.4333334
2048538,Medical Incident,06/12/2002,94112.0,2.0,MEDIC,3.6333334
2048542,Medical Incident,06/12/2002,94132.0,3.0,MEDIC,3.3166666
2048543,Structure Fire,06/12/2002,94109.0,3.0,CHIEF,3.3833334
2048543,Structure Fire,06/12/2002,94109.0,3.0,CHIEF,2.5166667
2048543,Structure Fire,06/12/2002,94109.0,3.0,ENGINE,3.9
2048543,Structure Fire,06/12/2002,94109.0,3.0,ENGINE,2.2166667
2048544,Medical Incident,06/12/2002,94102.0,3.0,ENGINE,6.8166666
2048546,Structure Fire,06/12/2002,94127.0,,ENGINE,1.7
2048553,Medical Incident,06/12/2002,94124.0,3.0,MEDIC,2.4666667
2048575,Alarms,06/12/2002,94102.0,3.0,CHIEF,2.5833333
2048582,Structure Fire,06/12/2002,94103.0,3.0,ENGINE,2.9
2048585,Medical Incident,06/12/2002,94110.0,3.0,RESCUE CAPTAIN,7.25
2048588,Structure Fire,06/12/2002,94112.0,3.0,TRUCK,2.05
2048589,Medical Incident,06/12/2002,94111.0,3.0,ENGINE,3.35
2048603,Medical Incident,06/13/2002,94116.0,3.0,MEDIC,1.4166666
2048606,Other,06/13/2002,94110.0,3.0,ENGINE,2.3333333
2048626,Structure Fire,06/13/2002,94110.0,3.0,ENGINE,13.616667
2048637,Medical Incident,06/13/2002,94109.0,2.0,MEDIC,4.883333
2048669,Alarms,06/13/2002,94132.0,3.0,TRUCK,2.3
2048729,Medical Incident,06/13/2002,94133.0,3.0,PRIVATE,4.35
2048745,Medical Incident,06/13/2002,94116.0,3.0,ENGINE,3.75
2048753,Medical Incident,06/13/2002,94112.0,2.0,MEDIC,6.016667
2048760,Structure Fire,06/13/2002,94105.0,3.0,ENGINE,0.81666666
2048764,Medical Incident,06/13/2002,94110.0,3.0,MEDIC,3.5166667
2048780,Medical Incident,06/13/2002,94122.0,2.0,MEDIC,4.0
2048792,Structure Fire,06/13/2002,94103.0,3.0,ENGINE,1.3333334
2048796,Medical Incident,06/13/2002,94110.0,3.0,MEDIC,0.71666664
2048808,Alarms,06/13/2002,94121.0,3.0,ENGINE,4.983333
2048830,Medical Incident,06/13/2002,94130.0,3.0,MEDIC,1.8166667
2048838,Medical Incident,06/13/2002,94102.0,3.0,MEDIC,1.3666667
2048857,Alarms,06/13/2002,94122.0,3.0,ENGINE,1.6833333
2048896,Medical Incident,06/14/2002,94124.0,3.0,ENGINE,3.6333334
2048902,Medical Incident,06/14/2002,94102.0,2.0,MEDIC,3.4666667
2048903,Medical Incident,06/14/2002,94122.0,3.0,MEDIC,3.0333333
2048908,Medical Incident,06/14/2002,94134.0,3.0,ENGINE,3.1666667
2048920,Structure Fire,06/14/2002,94112.0,3.0,ENGINE,1.9666667
2048922,Structure Fire,06/14/2002,94110.0,3.0,RESCUE SQUAD,2.0333333
2048922,Structure Fire,06/14/2002,94110.0,3.0,TRUCK,2.3833334
2048927,Medical Incident,06/14/2002,94109.0,3.0,MEDIC,3.15
2048934,Medical Incident,06/14/2002,94124.0,3.0,ENGINE,6.266667
2048942,Medical Incident,06/14/2002,94110.0,3.0,MEDIC,3.95
2048957,Structure Fire,06/14/2002,94107.0,3.0,CHIEF,2.5333333
2048980,Structure Fire,06/14/2002,94102.0,,RESCUE SQUAD,1.3
2048990,Structure Fire,06/14/2002,94112.0,3.0,TRUCK,5.0333333
2049020,Medical Incident,06/14/2002,94102.0,3.0,MEDIC,3.1
2049027,Structure Fire,06/14/2002,94103.0,3.0,ENGINE,5.5
2049031,Medical Incident,06/14/2002,94116.0,3.0,ENGINE,5.016667
2049037,Medical Incident,06/14/2002,94115.0,3.0,ENGINE,1.2666667
2049057,Medical Incident,06/14/2002,94124.0,3.0,MEDIC,2.95
2049075,Alarms,06/14/2002,94111.0,3.0,ENGINE,2.0833333
2049092,Structure Fire,06/14/2002,,3.0,RESCUE SQUAD,1.65
2049111,Medical Incident,06/14/2002,94118.0,3.0,MEDIC,3.2166667
2049138,Medical Incident,06/14/2002,94124.0,3.0,MEDIC,2.3666666
2049138,Medical Incident,06/14/2002,94124.0,3.0,RESCUE CAPTAIN,2.2333333
2049161,Medical Incident,06/14/2002,94107.0,3.0,ENGINE,2.8666666
2049167,Medical Incident,06/14/2002,94102.0,,RESCUE SQUAD,1.5833334
2049171,Alarms,06/14/2002,94116.0,3.0,ENGINE,2.5166667
2049217,Structure Fire,06/15/2002,94124.0,3.0,RESCUE SQUAD,2.2666667
2049251,Smoke Investigation (Outside),06/15/2002,94132.0,3.0,ENGINE,2.0333333
2049307,Medical Incident,06/15/2002,94117.0,3.0,MEDIC,3.4666667
2049319,Alarms,06/15/2002,94116.0,3.0,ENGINE,3.0333333
2049351,Medical Incident,06/15/2002,94124.0,3.0,ENGINE,2.4
2049368,Medical Incident,06/15/2002,94132.0,3.0,MEDIC,2.6166666
2049372,Medical Incident,06/15/2002,94102.0,2.0,MEDIC,3.2
2049419,Vehicle Fire,06/15/2002,94107.0,3.0,ENGINE,8.966666
2049433,Medical Incident,06/15/2002,94133.0,3.0,MEDIC,3.0666666
2049440,Structure Fire,06/15/2002,94109.0,3.0,TRUCK,1.8
2049441,Medical Incident,06/15/2002,94103.0,3.0,ENGINE,2.75
2049446,Medical Incident,06/15/2002,94110.0,2.0,MEDIC,2.0833333
2049477,Medical Incident,06/16/2002,94133.0,2.0,MEDIC,1.1666666
2049489,Medical Incident,06/16/2002,94133.0,2.0,MEDIC,4.2166667
2049491,Medical Incident,06/16/2002,94107.0,3.0,MEDIC,3.4
2049506,Medical Incident,06/16/2002,94117.0,2.0,MEDIC,5.733333
2049515,Medical Incident,06/16/2002,94103.0,2.0,MEDIC,7.5
2049535,Medical Incident,06/16/2002,94102.0,2.0,MEDIC,2.6833334
2049536,Medical Incident,06/16/2002,94103.0,3.0,MEDIC,3.2666667
2049583,Alarms,06/16/2002,94103.0,3.0,CHIEF,2.15
2049584,Medical Incident,06/16/2002,94102.0,3.0,ENGINE,3.2166667
2049594,Medical Incident,06/16/2002,94122.0,3.0,MEDIC,4.45
2049601,Medical Incident,06/16/2002,94121.0,3.0,ENGINE,4.2833333
2049616,Alarms,06/16/2002,94102.0,3.0,TRUCK,1.6666666
2049634,Medical Incident,06/16/2002,94102.0,2.0,MEDIC,3.8666666
2049648,Vehicle Fire,06/16/2002,94134.0,3.0,ENGINE,2.3666666
2049651,Alarms,06/16/2002,94118.0,3.0,ENGINE,2.0333333
2049681,Structure Fire,06/16/2002,94115.0,3.0,ENGINE,4.35
